Generation,Fitness,TimeTaken,BTB,BTB_TIME,CAN_SHARE_ROOM,DIFF_TIME,MEET_WITH,NHB,NHB_GTE,SAME_DAYS,SAME_INSTR,SAME_ROOM,SAME_START,SAME_TIME,SAME_STUDENTS,SPREAD,ROOM_CONFLICTS
26,42102864,4303,12,0,0,1,11,1,3,4,0,12,16,3,21,0,421
27,4.160287E+07,4223,12,0,0,1,11,1,3,4,0,12,16,3,21,0,416
28,4.110288E+07,4069,12,0,0,1,11,1,3,4,0,12,16,3,21,0,411
29,40602868,4242,12,0,0,1,11,1,3,4,0,12,16,2,22,0,406
30,4.030287E+07,4191,12,0,0,1,11,1,3,4,0,12,16,3,21,0,403
31,39802864,4064,12,0,0,1,11,1,3,4,0,12,16,3,21,0,398
32,39402856,4182,12,0,0,1,11,1,3,4,0,12,16,3,21,0,394
33,3.88029E+07,4255,12,0,0,1,11,1,3,4,0,12,15,2,24,0,388
34,38402904,4173,12,0,0,1,11,1,3,4,0,12,15,2,24,0,384
35,38202904,4035,12,0,0,1,11,1,3,4,0,12,15,2,24,0,382
36,3.79029E+07,4243,12,0,0,1,11,1,3,4,0,12,15,2,24,0,379
37,3.75029E+07,4279,12,0,0,1,11,1,3,4,0,12,15,3,23,0,375
38,37102936,4290,12,0,0,1,11,1,3,4,0,13,15,3,23,0,371
39,36502936,4767,12,0,0,1,11,1,3,4,0,13,15,3,23,0,365
40,36502936,4554,12,0,0,1,11,1,3,4,0,13,15,3,23,0,365
41,3.620294E+07,4494,12,0,0,1,11,1,3,4,0,13,15,3,23,0,362
42,3.590294E+07,4215,12,0,0,1,11,1,3,4,0,13,15,3,23,0,359
43,35502944,4282,12,0,0,1,11,1,3,4,0,13,15,3,23,0,355
44,35402932,4231,12,0,0,1,11,1,3,4,0,13,15,3,23,0,354
45,3.50029E+07,4134,12,0,0,1,11,1,3,4,0,13,16,3,21,0,350
46,34802936,4117,12,0,0,1,11,1,3,4,0,13,15,3,23,0,348
47,3.47029E+07,4199,12,0,0,1,11,1,3,4,0,13,15,2,23,0,347
48,34102948,4308,12,0,0,1,11,1,3,4,0,13,15,3,23,0,341
49,33902904,4052,12,0,0,1,11,1,3,4,0,13,15,2,23,0,339
50,33802896,4237,12,0,0,1,11,1,3,4,0,13,16,3,21,0,338
51,3.340294E+07,4279,12,0,0,1,11,1,3,4,0,14,15,2,23,0,334
52,33302894,4259,12,0,0,1,11,1,3,4,0,13,16,3,21,0,333
53,32802864,4179,12,0,0,1,11,1,3,4,0,13,16,2,21,0,328
54,32702904,4365,12,0,0,1,11,1,3,4,0,13,16,3,21,0,327
55,3.260294E+07,4140,12,0,0,1,11,1,3,4,0,14,16,3,21,0,326
56,32202934,4028,12,0,0,1,11,1,3,4,0,14,16,3,21,0,322
57,32002934,4395,12,0,0,1,11,1,3,4,0,14,15,3,22,0,320
58,3.180294E+07,4541,12,0,0,1,11,1,3,4,0,14,16,3,21,0,318
59,3.150293E+07,4116,12,0,0,1,11,1,3,4,0,14,16,3,21,0,315
60,31302936,4070,12,0,0,1,11,1,3,4,0,14,15,2,23,0,313
61,31202894,4205,12,0,0,1,11,1,3,4,0,14,16,2,21,0,312
62,30902974,4274,12,0,0,1,11,1,3,4,0,14,15,3,23,0,309
63,30702936,4069,12,0,0,1,11,1,3,4,0,14,16,3,21,0,307
64,30702896,4188,12,0,0,1,11,1,3,4,0,14,16,2,21,0,307
65,30502936,4188,12,0,0,1,11,1,3,4,0,14,16,3,21,0,305
66,30402934,4040,12,0,0,1,11,1,3,4,0,14,16,3,21,0,304
67,30302932,4050,12,0,0,1,11,1,3,4,0,14,16,3,21,0,303
68,30202932,4238,12,0,0,1,11,1,3,4,0,14,16,3,21,0,302
69,3.010293E+07,4331,12,0,0,1,11,1,3,4,0,14,16,3,21,0,301
70,29902934,4032,12,0,0,1,11,1,3,4,0,14,16,3,21,0,299
71,29602932,4210,12,0,0,1,11,1,3,4,0,14,16,3,21,0,296
72,29502934,4525,12,0,0,1,11,1,3,4,0,14,16,3,21,0,295
73,29502928,4433,12,0,0,1,11,1,3,4,0,14,16,3,21,0,295
74,2.940293E+07,4278,12,0,0,1,11,1,3,4,0,14,16,3,21,0,294
75,29402926,4396,12,0,0,1,11,1,3,4,0,14,16,3,21,0,294
76,29302926,4273,12,0,0,1,11,1,3,4,0,14,16,3,21,0,293
77,29202926,4165,12,0,0,1,11,1,3,4,0,14,16,3,21,0,292
78,29102926,4456,12,0,0,1,11,1,3,4,0,14,16,3,21,0,291
79,29002926,4323,12,0,0,1,11,1,3,4,0,14,16,3,21,0,290
80,2.890293E+07,4223,12,0,0,1,11,1,3,4,0,14,16,3,21,0,289
81,28702926,4235,12,0,0,1,11,1,3,4,0,13,16,3,22,0,287
82,28602922,4270,12,0,0,1,11,1,3,4,0,13,16,3,22,0,286
83,28602922,4348,12,0,0,1,11,1,3,4,0,13,16,3,22,0,286
84,28502924,4155,12,0,0,1,11,1,3,4,0,13,16,3,22,0,285
85,28302924,4179,12,0,0,1,11,1,3,4,0,13,16,3,22,0,283
86,28202882,4187,12,0,0,1,11,1,3,4,0,13,16,3,21,0,282
87,28102924,4069,12,0,0,1,11,1,3,4,0,13,16,3,22,0,281
88,2.790293E+07,4303,12,0,0,1,11,1,3,4,0,13,16,3,22,0,279
89,27702928,4482,12,0,0,1,11,1,3,4,0,13,16,3,22,0,277
90,27702926,4379,12,0,0,1,11,1,3,4,0,13,16,3,22,0,277
91,27602928,3980,12,0,0,1,11,1,3,4,0,13,16,3,22,0,276
92,2.740293E+07,4330,12,0,0,1,11,1,3,4,0,13,16,3,22,0,274
93,2.720293E+07,4278,12,0,0,1,11,1,3,4,0,13,16,2,23,0,272
94,27102928,4105,12,0,0,1,11,1,3,4,0,13,16,3,22,0,271
95,27002932,4092,12,0,0,1,11,1,3,4,0,13,16,2,23,0,270
96,26902932,4198,12,0,0,1,11,1,3,4,0,13,16,2,23,0,269
97,2.690293E+07,4114,12,0,0,1,11,1,3,4,0,13,16,2,23,0,269
98,2.680293E+07,4002,12,0,0,1,11,1,3,4,0,13,16,2,23,0,268
99,26702932,4196,12,0,0,1,11,1,3,4,0,13,16,2,23,0,267
100,2.660293E+07,4185,12,0,0,1,11,1,3,4,0,13,16,2,23,0,266
