Generation,Fitness,TimeTaken,BTB,BTB_TIME,CAN_SHARE_ROOM,DIFF_TIME,MEET_WITH,NHB,NHB_GTE,SAME_DAYS,SAME_INSTR,SAME_ROOM,SAME_START,SAME_TIME,SAME_STUDENTS,SPREAD,ROOM_CONFLICTS
61,9702545,4944,12,0,0,1,12,1,3,3,0,10,14,3,16,0,97
62,9402580,4728,12,0,0,1,11,1,3,3,0,10,13,3,19,0,94
63,9402580,5371,12,0,0,1,11,1,3,3,0,10,13,3,19,0,94
64,9102668,5152,12,0,0,1,12,1,3,4,0,12,14,3,16,0,91
65,9002548,5477,12,0,0,1,12,1,3,3,0,11,13,3,16,0,90
66,8702551,5282,12,0,0,0,11,1,3,3,0,12,14,3,16,0,87
67,8702551,5431,12,0,0,0,11,1,3,3,0,12,14,3,16,0,87
68,8702551,4972,12,0,0,0,11,1,3,3,0,12,14,3,16,0,87
69,8602663,5190,12,0,0,2,11,1,3,3,0,11,14,3,18,0,86
70,8302553,5201,12,0,0,0,11,1,3,3,0,12,14,3,16,0,83
71,8302553,4952,12,0,0,0,11,1,3,3,0,12,14,3,16,0,83
72,8302553,4917,12,0,0,0,11,1,3,3,0,12,14,3,16,0,83
73,8002663.5,4853,12,0,0,1,11,1,3,3,0,12,14,3,18,0,80
74,7702544,4984,12,0,0,1,11,1,3,3,0,12,14,3,15,0,77
75,7702544,5042,12,0,0,1,11,1,3,3,0,12,14,3,15,0,77
76,7702544,5120,12,0,0,1,11,1,3,3,0,12,14,3,15,0,77
77,7602659,4845,12,0,0,1,12,1,3,3,0,11,14,3,18,0,76
78,7602582,4944,12,0,0,1,11,1,3,3,0,12,14,3,16,0,76
79,7602571,4846,12,0,0,1,11,1,3,3,0,12,14,3,16,0,76
80,7302631.5,4886,12,0,0,1,11,1,3,3,0,12,14,3,17,0,73
81,7202663.5,4848,12,0,0,1,12,1,3,3,0,11,14,3,18,0,72
82,7202508.5,4770,12,0,0,1,11,1,3,2,0,12,14,3,15,0,72
83,7102680,5012,12,0,0,1,12,1,3,3,0,12,15,3,16,0,71
84,6802616,4909,12,0,0,1,11,1,3,3,0,11,14,3,18,0,68
85,6802616,4773,12,0,0,1,11,1,3,3,0,11,14,3,18,0,68
86,6802542.5,4818,12,0,0,1,11,1,3,3,0,11,14,3,16,0,68
87,6802542.5,4881,12,0,0,1,11,1,3,3,0,11,14,3,16,0,68
88,6502661.5,4734,12,0,0,1,11,1,3,3,0,12,14,3,18,0,65
89,6502661.5,4840,12,0,0,1,11,1,3,3,0,12,14,3,18,0,65
90,6502654.5,4987,12,0,0,1,11,1,3,3,0,12,14,3,18,0,65
91,6402541,4705,12,0,0,1,11,1,3,3,0,11,14,3,16,0,64
92,6402541,4861,12,0,0,1,11,1,3,3,0,11,14,3,16,0,64
93,6402541,4851,12,0,0,1,11,1,3,3,0,11,14,3,16,0,64
94,6102538.5,4720,12,0,0,1,11,1,3,3,0,11,14,3,16,0,61
95,6102538.5,4987,12,0,0,1,11,1,3,3,0,11,14,3,16,0,61
96,6102538.5,5159,12,0,0,1,11,1,3,3,0,11,14,3,16,0,61
97,6102538.5,5012,12,0,0,1,11,1,3,3,0,11,14,3,16,0,61
98,6002661.5,4840,12,0,0,1,11,1,3,3,0,12,14,3,18,0,60
99,6002661.5,5062,12,0,0,1,11,1,3,3,0,12,14,3,18,0,60
100,6002661.5,4752,12,0,0,1,11,1,3,3,0,12,14,3,18,0,60
101,6002583.5,4882,12,0,0,1,11,1,3,3,0,11,14,3,17,0,60
102,5802701.5,4966,12,0,0,1,11,1,3,3,0,13,14,3,18,0,58
103,5802701.5,4717,12,0,0,1,11,1,3,3,0,13,14,3,18,0,58
104,5802701.5,4864,12,0,0,1,11,1,3,3,0,13,14,3,18,0,58
105,5802498,4895,12,0,0,1,11,1,3,3,0,11,13,3,16,0,58
106,5802498,4878,12,0,0,1,11,1,3,3,0,11,13,3,16,0,58
107,5802498,4952,12,0,0,1,11,1,3,3,0,11,13,3,16,0,58
108,5802498,4958,12,0,0,1,11,1,3,3,0,11,13,3,16,0,58
109,5602632.5,4681,12,0,0,1,12,1,3,3,0,10,14,3,18,0,56
110,5402541,5102,12,0,0,0,11,1,3,3,0,12,14,3,16,0,54
111,5402541,4985,12,0,0,0,11,1,3,3,0,12,14,3,16,0,54
112,5402541,4662,12,0,0,0,11,1,3,3,0,12,14,3,16,0,54
113,5402541,5001,12,0,0,0,11,1,3,3,0,12,14,3,16,0,54
114,5402541,4790,12,0,0,0,11,1,3,3,0,12,14,3,16,0,54
115,5402541,4670,12,0,0,0,11,1,3,3,0,12,14,3,16,0,54
116,5402501,4851,12,0,0,0,11,1,3,3,0,12,14,3,15,0,54
117,5402501,5039,12,0,0,0,11,1,3,3,0,12,14,3,15,0,54
118,5402501,4682,12,0,0,0,11,1,3,3,0,12,14,3,15,0,54
119,5402501,4787,12,0,0,0,11,1,3,3,0,12,14,3,15,0,54
120,5402501,4821,12,0,0,0,11,1,3,3,0,12,14,3,15,0,54
121,5202626,4672,12,0,0,1,11,1,3,3,0,13,14,3,16,0,52
122,5202626,4805,12,0,0,1,11,1,3,3,0,13,14,3,16,0,52
123,5202626,4858,12,0,0,1,11,1,3,3,0,13,14,3,16,0,52
124,5102471.5,4890,12,0,0,0,11,1,3,2,0,12,14,3,15,0,51
125,5102471.5,4930,12,0,0,0,11,1,3,2,0,12,14,3,15,0,51
126,5102471.5,4852,12,0,0,0,11,1,3,2,0,12,14,3,15,0,51
127,4802584.5,5020,12,0,0,1,11,1,3,3,0,13,14,3,15,0,48
128,4802584.5,5212,12,0,0,1,11,1,3,3,0,13,14,3,15,0,48
129,4802584.5,4947,12,0,0,1,11,1,3,3,0,13,14,3,15,0,48
130,4802584.5,4758,12,0,0,1,11,1,3,3,0,13,14,3,15,0,48
131,4802584.5,4938,12,0,0,1,11,1,3,3,0,13,14,3,15,0,48
132,4802584.5,5109,12,0,0,1,11,1,3,3,0,13,14,3,15,0,48
133,4802584.5,4815,12,0,0,1,11,1,3,3,0,13,14,3,15,0,48
134,4802584.5,4775,12,0,0,1,11,1,3,3,0,13,14,3,15,0,48
135,4802584.5,4849,12,0,0,1,11,1,3,3,0,13,14,3,15,0,48
136,4802561.5,4657,12,0,0,1,11,1,3,3,0,12,14,3,15,0,48
137,4802561.5,5110,12,0,0,1,11,1,3,3,0,12,14,3,15,0,48
138,4802464.5,4991,12,0,0,1,11,1,3,3,0,11,14,3,14,0,48
139,4702544,4860,12,0,0,1,11,1,3,3,0,12,14,3,15,0,47
140,4702544,4827,12,0,0,1,11,1,3,3,0,12,14,3,15,0,47
141,4702544,5155,12,0,0,1,11,1,3,3,0,12,14,3,15,0,47
142,4602580.5,5083,12,0,0,1,12,1,3,3,0,12,14,3,15,0,46
143,4602542.5,4794,12,0,0,1,11,1,3,3,0,12,14,3,15,0,46
144,4602542.5,4917,12,0,0,1,11,1,3,3,0,12,14,3,15,0,46
145,4602542.5,4642,12,0,0,1,11,1,3,3,0,12,14,3,15,0,46
146,4602542.5,4810,12,0,0,1,11,1,3,3,0,12,14,3,15,0,46
147,4502549.5,4837,12,0,0,1,11,1,3,3,0,12,14,3,15,0,45
148,4502549.5,4700,12,0,0,1,11,1,3,3,0,12,14,3,15,0,45
149,4502549.5,4867,12,0,0,1,11,1,3,3,0,12,14,3,15,0,45
150,4402493,4845,12,0,0,1,11,1,3,3,0,12,14,3,14,0,44
151,4402493,4709,12,0,0,1,11,1,3,3,0,12,14,3,14,0,44
152,4102545,4967,12,0,0,1,11,1,3,3,0,12,14,3,15,0,41
153,4102540.75,4891,12,0,0,1,11,1,3,3,0,12,13,3,16,0,41
154,4102540.75,4637,12,0,0,1,11,1,3,3,0,12,13,3,16,0,41
155,4102540.75,4906,12,0,0,1,11,1,3,3,0,12,13,3,16,0,41
156,4102540.75,4935,12,0,0,1,11,1,3,3,0,12,13,3,16,0,41
157,4102540.75,4882,12,0,0,1,11,1,3,3,0,12,13,3,16,0,41
158,4102540.75,5143,12,0,0,1,11,1,3,3,0,12,13,3,16,0,41
159,4102540.75,5186,12,0,0,1,11,1,3,3,0,12,13,3,16,0,41
160,4102508.25,4615,12,0,0,1,11,1,3,3,0,11,14,3,15,0,41
161,4102508.25,4927,12,0,0,1,11,1,3,3,0,11,14,3,15,0,41
162,4102508.25,4853,12,0,0,1,11,1,3,3,0,11,14,3,15,0,41
163,4102508.25,4692,12,0,0,1,11,1,3,3,0,11,14,3,15,0,41
164,4102508.25,4910,12,0,0,1,11,1,3,3,0,11,14,3,15,0,41
165,4102508.25,5160,12,0,0,1,11,1,3,3,0,11,14,3,15,0,41
166,4102508.25,4752,12,0,0,1,11,1,3,3,0,11,14,3,15,0,41
167,4102508,5017,12,0,0,1,11,1,3,3,0,11,13,3,16,0,41
168,4002544,4969,12,0,0,1,11,1,3,3,0,12,14,3,15,0,40
169,4002544,4746,12,0,0,1,11,1,3,3,0,12,14,3,15,0,40
170,4002543.75,5034,12,0,0,1,11,1,3,3,0,12,14,3,15,0,40
171,4002543.75,5177,12,0,0,1,11,1,3,3,0,12,14,3,15,0,40
172,4002543.75,4707,12,0,0,1,11,1,3,3,0,12,14,3,15,0,40
173,4002543.75,5042,12,0,0,1,11,1,3,3,0,12,14,3,15,0,40
174,4002543.75,4993,12,0,0,1,11,1,3,3,0,12,14,3,15,0,40
175,3902509,4931,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
176,3902509,5189,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
177,3902509,5151,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
178,3902509,5105,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
179,3902509,5021,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
180,3902509,4887,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
181,3902509,4876,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
182,3902509,4845,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
183,3902509,4692,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
184,3902509,4839,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
185,3902509,4919,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
186,3902509,4673,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
187,3902509,4791,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
188,3902509,4867,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
189,3902509,4692,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
190,3902509,4803,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
191,3902509,4841,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
192,3902500.5,4723,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
193,3902500.5,4812,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
194,3902500.5,4823,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
195,3902500.5,4628,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
196,3902500.5,4792,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
197,3902500.5,4850,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
198,3902500.5,4698,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
199,3902500.5,4862,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
200,3902500.5,4777,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
201,3902500.5,4650,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
202,3902500.5,4922,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
203,3902500.5,4802,12,0,0,1,11,1,3,3,0,11,14,3,15,0,39
204,3902461.75,4701,12,0,0,1,11,1,3,3,0,11,14,3,14,0,39
205,3902461.75,4868,12,0,0,1,11,1,3,3,0,11,14,3,14,0,39
206,3802465.5,4857,12,0,0,0,11,1,3,3,0,11,14,3,15,0,38
207,3802465.5,4763,12,0,0,0,11,1,3,3,0,11,14,3,15,0,38
208,3802465.5,4829,12,0,0,0,11,1,3,3,0,11,14,3,15,0,38
209,3802465.5,4703,12,0,0,0,11,1,3,3,0,11,14,3,15,0,38
210,3802465.5,4752,12,0,0,0,11,1,3,3,0,11,14,3,15,0,38
211,3802426.5,4823,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
212,3802422.75,4683,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
213,3802422.75,4845,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
214,3802422.75,4821,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
215,3802422.75,4672,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
216,3802422.75,4845,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
217,3802422.75,4762,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
218,3802422.75,4579,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
219,3802422.5,4900,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
220,3802422.5,4953,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
221,3802417.75,4666,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
222,3802417.75,4780,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
223,3802417.75,4792,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
224,3802414,4705,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
225,3802414,4760,12,0,0,0,11,1,3,3,0,11,14,3,14,0,38
226,3702413.75,4962,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
227,3702413.75,4676,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
228,3702413.75,4783,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
229,3702413.75,4850,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
230,3702413.75,4647,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
231,3702413.75,4807,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
232,3702413.75,4811,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
233,3702413.75,4697,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
234,3702413.75,5000,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
235,3702413.75,4819,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
236,3702413.75,4632,12,0,0,0,11,1,3,3,0,11,14,3,14,0,37
237,3702384.5,4815,12,0,0,0,11,1,3,3,0,10,14,3,14,0,37
238,3702384.5,4821,12,0,0,0,11,1,3,3,0,10,14,3,14,0,37
239,3702384.5,4694,12,0,0,0,11,1,3,3,0,10,14,3,14,0,37
240,3702384.5,4902,12,0,0,0,11,1,3,3,0,10,14,3,14,0,37
241,3602423.75,4784,12,0,0,0,11,1,3,3,0,11,14,3,14,0,36
242,3602423.75,4707,12,0,0,0,11,1,3,3,0,11,14,3,14,0,36
243,3602423.75,4795,12,0,0,0,11,1,3,3,0,11,14,3,14,0,36
244,3602423.75,4781,12,0,0,0,11,1,3,3,0,11,14,3,14,0,36
245,3602415.5,4735,12,0,0,0,11,1,3,3,0,11,14,3,14,0,36
246,3602415.5,4882,12,0,0,0,11,1,3,3,0,11,14,3,14,0,36
247,3602415.5,4805,12,0,0,0,11,1,3,3,0,11,14,3,14,0,36
248,3602384.25,4878,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
249,3602384.25,4829,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
250,3602384.25,4846,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
251,3602384.25,4803,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
252,3602384.25,4877,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
253,3602384.25,4657,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
254,3602384.25,4897,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
255,3602384.25,4805,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
256,3602384.25,4656,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
257,3602384.25,4804,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
258,3602384.25,4771,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
259,3602384.25,4649,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
260,3602384.25,4822,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
261,3602384.25,4981,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
262,3602384.25,4749,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
263,3602384.25,4857,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
264,3602384.25,4714,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
265,3602384.25,4775,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
266,3602384.25,4782,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
267,3602384.25,4700,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
268,3602384.25,4767,12,0,0,0,11,1,3,3,0,10,14,3,14,0,36
269,3602376,4851,12,0,0,0,11,1,3,3,0,10,13,3,15,0,36
270,3602376,4648,12,0,0,0,11,1,3,3,0,10,13,3,15,0,36
271,3602371.75,4791,12,0,0,0,11,1,3,3,0,10,13,3,15,0,36
272,3602371.75,4860,12,0,0,0,11,1,3,3,0,10,13,3,15,0,36
273,3602371.75,4671,12,0,0,0,11,1,3,3,0,10,13,3,15,0,36
274,3602371.75,4767,12,0,0,0,11,1,3,3,0,10,13,3,15,0,36
275,3602371.75,5023,12,0,0,0,11,1,3,3,0,10,13,3,15,0,36
276,3602371.75,4688,12,0,0,0,11,1,3,3,0,10,13,3,15,0,36
277,3502410.5,5030,12,0,0,0,11,1,3,3,0,11,14,3,14,0,35
278,3502410.5,4853,12,0,0,0,11,1,3,3,0,11,14,3,14,0,35
279,3502410.5,4749,12,0,0,0,11,1,3,3,0,11,14,3,14,0,35
280,3502410.5,4790,12,0,0,0,11,1,3,3,0,11,14,3,14,0,35
281,3502410.5,4933,12,0,0,0,11,1,3,3,0,11,14,3,14,0,35
282,3502373.5,4794,12,0,0,0,11,1,3,3,0,10,13,3,15,0,35
283,3502373.5,4787,12,0,0,0,11,1,3,3,0,10,13,3,15,0,35
284,3502373.5,4868,12,0,0,0,11,1,3,3,0,10,13,3,15,0,35
285,3502373.5,4660,12,0,0,0,11,1,3,3,0,10,13,3,15,0,35
286,3502373.5,4826,12,0,0,0,11,1,3,3,0,10,13,3,15,0,35
287,3302377.75,4800,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
288,3302377.75,4792,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
289,3302377.75,4963,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
290,3302377.75,4856,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
291,3302377.75,4790,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
292,3302377.75,4803,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
293,3302377.75,4996,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
294,3302377.75,4950,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
295,3302377.75,5047,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
296,3302377.75,5153,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
297,3302377.75,4986,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
298,3302377.75,4954,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
299,3302377.75,5019,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
300,3302377.75,4948,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
301,3302377.75,4809,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
302,3302377.75,5150,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
303,3302377.75,4983,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
304,3302377.75,5199,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
305,3302377.75,4988,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
306,3302377.75,4977,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
307,3302377.75,4821,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
308,3302377.75,5081,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
309,3302377.75,5092,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
310,3302377.75,4962,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
311,3302377.75,4893,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
312,3302377.75,5138,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
313,3302377.75,4825,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
314,3302377.75,4918,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
315,3302376.5,4791,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
316,3302376.5,5581,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
317,3302376.5,4986,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
318,3302376.5,4773,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
319,3302376.5,4895,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
320,3302376.5,5052,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
321,3302376.5,5147,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
322,3302376.5,4891,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
323,3302376.5,5023,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
324,3302376.5,4704,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
325,3302376.5,4979,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
326,3302376.5,4987,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
327,3302373.75,5118,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
328,3302373.75,5235,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
329,3302373.75,5029,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
330,3302373.75,4923,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
331,3302373.75,4833,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
332,3302373.75,4835,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
333,3302373.75,4802,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
334,3302370,4839,12,0,0,0,11,1,3,3,0,10,13,3,15,0,33
335,3202376,4938,12,0,0,0,11,1,3,3,0,10,13,3,15,0,32
336,3202376,4706,12,0,0,0,11,1,3,3,0,10,13,3,15,0,32
337,3202376,4785,12,0,0,0,11,1,3,3,0,10,13,3,15,0,32
338,3202376,4807,12,0,0,0,11,1,3,3,0,10,13,3,15,0,32
339,3202374.75,4782,12,0,0,0,11,1,3,3,0,10,13,3,15,0,32
340,3202374.75,4806,12,0,0,0,11,1,3,3,0,10,13,3,15,0,32
341,3202374.75,4850,12,0,0,0,11,1,3,3,0,10,13,3,15,0,32
