Generation,Fitness,TimeTaken,BTB,BTB_TIME,CAN_SHARE_ROOM,DIFF_TIME,MEET_WITH,NHB,NHB_GTE,SAME_DAYS,SAME_INSTR,SAME_ROOM,SAME_START,SAME_TIME,SAME_STUDENTS,SPREAD,ROOM_CONFLICTS
2,30802798,63417,12,0,0,2,12,1,3,5,0,13,15,3,16,0,308
3,27802624,4558,12,0,0,1,12,1,3,3,0,13,13,2,18,0,278
4,25802752,4492,12,0,0,1,12,1,3,5,0,15,14,3,15,0,258
