Generation,Fitness,TimeTaken,BTB,BTB_TIME,CAN_SHARE_ROOM,DIFF_TIME,MEET_WITH,NHB,NHB_GTE,SAME_DAYS,SAME_INSTR,SAME_ROOM,SAME_START,SAME_TIME,SAME_STUDENTS,SPREAD,ROOM_CONFLICTS
108,5502521.5,5468,12,0,0,0,11,1,3,4,0,13,15,3,13,0,55
109,5402513.5,5450,12,0,0,0,11,1,3,4,0,13,14,3,14,0,54
110,5402513.5,5413,12,0,0,0,11,1,3,4,0,13,14,3,14,0,54
111,5402436,5512,12,0,0,0,11,1,3,3,0,13,15,3,12,0,54
112,5402436,5255,12,0,0,0,11,1,3,3,0,13,15,3,12,0,54
113,5402436,5284,12,0,0,0,11,1,3,3,0,13,15,3,12,0,54
114,5302489.5,5180,12,0,0,0,11,1,3,3,0,13,15,3,13,0,53
115,5302489.5,5111,12,0,0,0,11,1,3,3,0,13,15,3,13,0,53
116,5202474.5,5154,12,0,0,0,11,1,3,3,0,13,15,3,13,0,52
117,5202474.5,4917,12,0,0,0,11,1,3,3,0,13,15,3,13,0,52
118,5202474.5,5055,12,0,0,0,11,1,3,3,0,13,15,3,13,0,52
119,5202474.5,5049,12,0,0,0,11,1,3,3,0,13,15,3,13,0,52
120,4902516,4785,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
121,4902516,5216,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
122,4902516,5149,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
123,4902516,4716,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
124,4902516,4750,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
125,4902516,4812,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
126,4902516,4682,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
127,4902516,4818,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
128,4902516,5218,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
129,4902516,5134,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
130,4902516,4799,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
131,4902516,4931,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
132,4902516,4825,12,0,0,0,11,1,3,4,0,13,15,3,13,0,49
133,4802544.5,5045,12,0,0,0,11,1,3,4,0,14,15,3,13,0,48
134,4802544.5,4887,12,0,0,0,11,1,3,4,0,14,15,3,13,0,48
135,4802544.5,4809,12,0,0,0,11,1,3,4,0,14,15,3,13,0,48
136,4802544.5,4713,12,0,0,0,11,1,3,4,0,14,15,3,13,0,48
137,4802544.5,4815,12,0,0,0,11,1,3,4,0,14,15,3,13,0,48
138,4802544.5,4702,12,0,0,0,11,1,3,4,0,14,15,3,13,0,48
139,4802544.5,4739,12,0,0,0,11,1,3,4,0,14,15,3,13,0,48
140,4802537,4803,12,0,0,0,11,1,3,4,0,14,15,3,13,0,48
141,4802537,4761,12,0,0,0,11,1,3,4,0,14,15,3,13,0,48
142,4802537,4916,12,0,0,0,11,1,3,4,0,14,15,3,13,0,48
143,4802507.5,4790,12,0,0,0,10,1,3,4,0,14,15,3,13,0,48
144,4702551.5,4597,12,0,0,0,11,1,3,4,0,14,15,3,13,0,47
145,4702504.5,4771,12,0,0,0,11,1,3,4,0,13,15,3,13,0,47
146,4602506,4823,12,0,0,0,11,1,3,4,0,14,15,3,12,0,46
147,4602506,4616,12,0,0,0,11,1,3,4,0,14,15,3,12,0,46
148,4602506,4866,12,0,0,0,11,1,3,4,0,14,15,3,12,0,46
149,4502506.5,4870,12,0,0,0,11,1,3,4,0,14,15,3,12,0,45
150,4502506.5,4619,12,0,0,0,11,1,3,4,0,14,15,3,12,0,45
151,4302538,4720,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
152,4302538,4830,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
153,4302538,4606,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
154,4302538,4788,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
155,4302538,4929,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
156,4302538,4632,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
157,4302538,4730,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
158,4302538,4780,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
159,4302538,4589,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
160,4302538,4774,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
161,4302538,4824,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
162,4302538,4656,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
163,4302538,4878,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
164,4302538,4797,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
165,4302538,4663,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
166,4302538,4747,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
167,4302538,4793,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
168,4302538,4626,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
169,4302538,4816,12,0,0,0,11,1,3,4,0,14,15,3,13,0,43
170,4302508.5,4767,12,0,0,0,11,1,3,4,0,14,15,3,12,0,43
171,4302507.5,4670,12,0,0,0,11,1,3,4,0,14,15,3,12,0,43
172,4302507.5,4736,12,0,0,0,11,1,3,4,0,14,15,3,12,0,43
173,4102505.75,4797,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
174,4102505.75,4711,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
175,4102505.75,4772,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
176,4102505.75,4878,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
177,4102505.75,4665,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
178,4102505.75,4748,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
179,4102505.75,4813,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
180,4102505.75,4632,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
181,4102505.75,4746,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
182,4102505.75,4808,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
183,4102505.75,4745,12,0,0,0,11,1,3,4,0,14,15,3,12,0,41
184,4102463,4788,12,0,0,0,11,1,3,5,0,13,14,3,12,0,41
185,4102463,4836,12,0,0,0,11,1,3,5,0,13,14,3,12,0,41
186,4102454.75,4607,12,0,0,0,11,1,3,5,0,13,14,3,12,0,41
187,4102454.75,4827,12,0,0,0,11,1,3,5,0,13,14,3,12,0,41
188,3902462.75,4837,12,0,0,0,11,1,3,5,0,13,14,3,12,0,39
189,3902462.75,4678,12,0,0,0,11,1,3,5,0,13,14,3,12,0,39
190,3902462.75,4915,12,0,0,0,11,1,3,5,0,13,14,3,12,0,39
191,3902462.75,4903,12,0,0,0,11,1,3,5,0,13,14,3,12,0,39
192,3902462.75,4822,12,0,0,0,11,1,3,5,0,13,14,3,12,0,39
193,3902462.75,4799,12,0,0,0,11,1,3,5,0,13,14,3,12,0,39
194,3702462.25,4863,12,0,0,0,11,1,3,5,0,13,14,3,12,0,37
195,3702462.25,4756,12,0,0,0,11,1,3,5,0,13,14,3,12,0,37
196,3702462.25,4800,12,0,0,0,11,1,3,5,0,13,14,3,12,0,37
197,3702462.25,4840,12,0,0,0,11,1,3,5,0,13,14,3,12,0,37
198,3702462.25,4772,12,0,0,0,11,1,3,5,0,13,14,3,12,0,37
199,3602460.75,4811,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
200,3602460.75,4781,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
201,3602460.75,4771,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
202,3602460.75,4802,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
203,3602460.75,4783,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
204,3602460.75,4861,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
205,3602460.75,4855,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
206,3602460.75,4797,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
207,3602460.75,4800,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
208,3602459.75,4800,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
209,3602459.75,4833,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
210,3602459.75,4983,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
211,3602459.75,5257,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
212,3602458.25,5024,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
213,3602458.25,4971,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
214,3602458.25,5036,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
215,3602458.25,4897,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
216,3602458.25,4840,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
217,3602458.25,4830,12,0,0,0,11,1,3,5,0,13,14,3,12,0,36
218,3502459.5,4860,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
219,3502459.5,4801,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
220,3502459.5,4768,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
221,3502459.5,4792,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
222,3502459.5,4786,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
223,3502457,4774,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
224,3502457,4916,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
225,3502457,4795,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
226,3502457,4767,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
227,3502457,4790,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
228,3502457,4792,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
229,3502457,4782,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
230,3502457,4809,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
231,3502457,4962,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
232,3502457,5084,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
233,3502457,4831,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
234,3502457,4779,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
235,3502457,4718,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
236,3502457,4832,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
237,3502457,4827,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
238,3502457,4867,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
239,3502456.75,4801,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
240,3502456.75,4774,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
241,3502456.75,4792,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
242,3502456.75,4800,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
243,3502456.75,4790,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
244,3502456.75,4923,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
245,3502456.75,5108,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
246,3502456.75,4979,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
247,3502456.75,4793,12,0,0,0,11,1,3,5,0,13,14,3,12,0,35
248,3402460.5,4798,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
249,3402457.25,4829,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
250,3402457.25,4804,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
251,3402457.25,4814,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
252,3402457.25,4814,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
253,3402457.25,4843,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
254,3402457.25,4771,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
255,3402457.25,4859,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
256,3402457.25,4774,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
257,3402457.25,4856,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
258,3402457.25,4852,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
259,3402457.25,5049,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
260,3402457.25,5305,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
261,3402457.25,5100,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
262,3402457.25,5069,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
263,3402457.25,5109,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
264,3402457.25,4980,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
265,3402457.25,5432,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
266,3402457.25,5099,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
267,3402457.25,4864,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
268,3402457.25,4784,12,0,0,0,11,1,3,5,0,13,14,3,12,0,34
269,3402415.75,4884,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
270,3402415.75,4891,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
271,3402415.75,4904,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
272,3402415.75,5113,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
273,3402415.75,4854,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
274,3402415.75,4785,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
275,3402415.75,4909,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
276,3402415.75,4818,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
277,3402415.75,4800,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
278,3402415.75,4930,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
279,3402415.75,4913,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
280,3402415.75,4877,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
281,3402415.75,4828,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
282,3402415.75,4787,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
283,3402415.75,4809,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
284,3402415.75,4853,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
285,3402415.75,4987,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
286,3402415.75,4854,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
287,3402415.75,4772,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
288,3402415.75,4934,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
289,3402415.75,4885,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
290,3402415.75,4933,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
291,3402415.75,4943,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
292,3402415.75,4894,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
293,3402415.75,4893,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
294,3402415.75,4901,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
295,3402415.75,4840,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
296,3402415.75,4904,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
297,3402415.75,4822,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
298,3402415.75,4978,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
299,3402415.75,4906,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
300,3402415.75,4795,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
301,3402406,4829,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
302,3402406,4790,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
303,3402406,4832,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
304,3402406,4864,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
305,3402406,4803,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
306,3402406,4634,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
307,3402406,4605,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
308,3402406,4583,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
309,3402406,4565,12,0,0,0,11,1,3,5,0,12,13,3,13,0,34
310,3302418.25,4668,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
311,3302418.25,4589,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
312,3302418.25,4689,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
313,3302418.25,4707,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
314,3302418.25,4889,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
315,3302418.25,4801,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
316,3302418.25,4623,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
317,3302418.25,4783,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
318,3302418.25,4832,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
319,3302418.25,4721,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
320,3302418.25,4827,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
321,3302418.25,4838,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
322,3302418.25,4636,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
323,3302418.25,4775,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
324,3302413.5,4814,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
325,3302413.5,4631,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
326,3302413.5,4731,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
327,3302413.5,4967,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
328,3302413.5,4658,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
329,3302413.5,4814,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
330,3302413.5,4912,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
331,3302413.5,4749,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
332,3302408.5,4803,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
333,3302408.5,4893,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
334,3302408.5,4728,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
335,3302408.5,4803,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
336,3302408.5,4937,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
337,3302408.5,4714,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
338,3302408.5,4746,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
339,3302408.5,4787,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
340,3302408.5,4747,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
341,3302408.5,4854,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
342,3302408.5,4939,12,0,0,0,11,1,3,5,0,12,13,3,13,0,33
